Model,memSize,memBusWidth,gpuClock,memClock,tmu,rop,igp,bus,memType,gpuChip
GTS 150M,1.024,256,400,800,32,16,No,PCIe 2.0 x16,GDDR3,G94
GTS 160M,1.024,256,600,800,32,16,No,PCIe 2.0 x16,GDDR3,G94
GTS 240 OEM,1.024,256,675,1100,56,16,No,PCIe 2.0 x16,GDDR3,G92B
GTS 250,1.024,256,702,1000,64,16,No,PCIe 2.0 x16,GDDR3,G92B
GTS 250,1.024,256,675,1008,64,16,No,PCIe 2.0 x16,GDDR3,G92B
GTS 250M,1.024,128,500,800,32,8,No,PCIe 2.0 x16,GDDR5,GT215
GTS 260M,1.024,128,550,900,32,8,No,PCIe 2.0 x16,GDDR5,GT215
GTX 260 OEM,1.792,448,518,1008,64,28,No,PCIe 2.0 x16,GDDR3,GT200B
GTX 260M,1.024,256,550,950,56,16,No,PCIe 2.0 x16,GDDR3,G92
GTX 275,0.896,448,633,1134,80,28,No,PCIe 2.0 x16,GDDR3,GT200B
GTX 280M,1.024,256,585,950,64,16,No,MXM-IV,GDDR3,G92
GTX 285 Mac Edition,1.024,512,648,1242,80,32,No,PCIe 2.0 x16,GDDR3,GT200B
GTX 295,0.896,448,576,999,80,28,No,PCIe 2.0 x16,GDDR3,GT200B
Mobility FireGL V5725,0.256,128,680,800,8,4,No,PCIe 2.0 x16,GDDR3,M86
Mobility Radeon HD 4100 IGP,,,400,,4,4,Yes,PCIe 1.0 x16,System Shared,RS880
Mobility Radeon HD 4200 IGP,,,500,,4,4,Yes,PCIe 1.0 x16,System Shared,RS880
Mobility Radeon HD 4330,0.512,64,450,600,8,4,No,PCIe 2.0 x16,GDDR3,M92
Mobility Radeon HD 4350,0.512,64,450,600,8,4,No,PCIe 2.0 x16,GDDR3,M92
Mobility Radeon HD 4530,0.512,64,500,700,8,4,No,MXM-II,GDDR3,M92
Mobility Radeon HD 4570,0.512,64,680,800,8,4,No,MXM-II,GDDR3,M92
Mobility Radeon HD 4650,0.512,128,500,600,32,8,No,PCIe 2.0 x16,DDR2,M96
Mobility Radeon HD 4670,0.512,128,675,800,32,8,No,MXM-A (3.0),GDDR3,M96
Mobility Radeon HD 4670 Mac Edition,0.256,128,680,790,32,8,No,MXM-A (3.0),GDDR3,M96
Mobility Radeon HD 4830,1.024,128,550,700,32,16,No,PCIe 2.0 x16,GDDR5,M97
Mobility Radeon HD 4850,1.024,256,500,850,40,16,No,PCIe 2.0 x16,GDDR3,M98
Mobility Radeon HD 4850 Mac Edition,0.512,256,503,850,40,16,No,PCIe 2.0 x16,GDDR3,M98
Mobility Radeon HD 4850 X2,1.024,256,500,700,40,16,No,PCIe 2.0 x16,GDDR5,M98
Mobility Radeon HD 4860,1.024,128,650,1000,32,16,No,PCIe 2.0 x16,GDDR5,M97
Mobility Radeon HD 4870,0.512,256,550,888,40,16,No,PCIe 2.0 x16,GDDR3,M98
Mobility Radeon HD 4870 X2,1.024,256,550,700,40,16,No,PCIe 2.0 x16,GDDR5,M98
Quadro FX 1800,0.768,192,550,800,32,12,No,PCIe 2.0 x16,GDDR3,G94
Quadro FX 1800M,1.024,128,561,550,24,8,No,MXM-A (3.0),GDDR5,GT215
Quadro FX 2800M,1.024,256,600,1000,48,16,No,MXM-B (3.0),GDDR3,G92
Quadro FX 380,0.256,128,450,700,8,8,No,PCIe 2.0 x16,GDDR3,G96
Quadro FX 380 LP,0.512,64,550,800,8,4,No,PCIe 2.0 x16,GDDR3,GT218
Quadro FX 3800,1.024,256,600,800,64,16,No,PCIe 2.0 x16,GDDR3,GT200B
Quadro FX 580,0.512,128,450,800,16,8,No,PCIe 2.0 x16,GDDR3,G96C
Quadro NVS 295,0.256,64,540,695,4,4,No,PCIe 1.0 x16,GDDR3,G98
Quadro NVS 420,0.256,64,550,700,4,4,No,PCIe 2.0 x16,GDDR3,G98
Radeon 3000 IGP,,,350,,4,4,Yes,PCIe 1.0 x16,System Shared,RS780
Radeon E4690 MXM,0.512,128,600,700,32,8,No,MXM-II,GDDR3,RV730
Radeon E4690 MXM,0.512,128,600,700,32,8,No,MXM-A (3.0),GDDR3,RV730
Radeon E4690 PCIe,0.512,128,600,700,32,8,No,PCIe 2.0 x16,GDDR3,RV730
Radeon HD 3200 Mobile IGP,,,380,,4,4,Yes,PCIe 1.0 x16,System Shared,RS780
Radeon HD 3410,0.256,64,519,396,4,4,No,PCIe 1.0 x16,DDR2,RV610
Radeon HD 3610,0.512,128,594,396,8,4,No,PCIe 1.0 x16,DDR2,RV630
Radeon HD 4200 IGP,,,500,,4,4,Yes,PCIe 1.0 x16,System Shared,RS880
Radeon HD 4250,0.512,64,594,396,4,4,No,PCIe 2.0 x16,DDR2,RV620
Radeon HD 4520,0.512,64,600,400,8,4,No,PCIe 2.0 x16,DDR2,RV710
Radeon HD 4570 Rebrand,1.024,128,796,396,8,4,No,PCIe 2.0 x16,DDR2,RV635
Radeon HD 4670 AGP,1.024,128,750,800,32,8,No,AGP 8x,GDDR3,RV730
Radeon HD 4730,0.512,128,750,900,32,8,No,PCIe 2.0 x16,GDDR5,RV770
Radeon HD 4750,0.512,128,730,800,32,16,No,PCIe 2.0 x16,GDDR5,RV740
Radeon HD 4770,0.512,128,750,800,32,16,No,PCIe 2.0 x16,GDDR5,RV740
Radeon HD 4810,0.512,128,625,900,32,8,No,PCIe 2.0 x16,GDDR5,RV770
Radeon HD 4860,0.512,256,700,750,32,16,No,PCIe 2.0 x16,GDDR5,RV790
Radeon HD 4870 Mac Edition,0.512,256,750,850,40,16,No,PCIe 2.0 x16,GDDR5,RV770
Radeon HD 4890,1.024,256,850,975,40,16,No,PCIe 2.0 x16,GDDR5,RV790
Radeon HD 5750,1.024,128,700,1150,36,16,No,PCIe 2.0 x16,GDDR5,Juniper
Radeon HD 5770,1.024,128,850,1200,40,16,No,PCIe 2.0 x16,GDDR5,Juniper
Radeon HD 5850,1.024,256,725,1000,72,32,No,PCIe 2.0 x16,GDDR5,Cypress
Radeon HD 5870,1.024,256,850,1200,80,32,No,PCIe 2.0 x16,GDDR5,Cypress
Radeon HD 5970,1.024,256,725,1000,80,32,No,PCIe 2.0 x16,GDDR5,Hemlock
Radeon HD 6570M Mac Edition,1.024,128,600,800,20,8,No,MXM-II,GDDR3,Capilano
Tesla C1060,4,512,610,800,80,32,No,PCIe 2.0 x16,GDDR3,GT200B
Tesla T10 Processor,4,512,610,800,80,32,No,PCIe 2.0 x16,GDDR3,GT200B
All-In-Wonder HD 3650,0.512,128,722,594,8,4,No,PCIe 2.0 x16,DDR2,RV635
FireMV 2260,0.256,64,500,500,4,4,No,PCIe 2.0 x16,DDR2,RV620
FireMV 2260 PCIe x1,0.256,64,500,500,4,4,No,PCIe 2.0 x1,DDR2,RV620
FireMV 2400 PCI,0.128,128,500,500,4,4,No,PCI,DDR,RV380
FireMV 2400 PCIe x1,0.064,128,250,203,4,4,No,PCIe 2.0 x1,DDR3,RV380
FirePro 2260 PCI,0.256,64,500,500,4,4,No,PCI,DDR2,RV620
FirePro V3700,0.256,64,800,950,4,4,No,PCIe 2.0 x16,GDDR3,RV620
FirePro V3750,0.256,128,550,700,32,8,No,PCIe 2.0 x16,GDDR3,RV730
FirePro V5700,0.512,128,700,900,32,8,No,PCIe 2.0 x16,GDDR3,RV730
FirePro V8700,1.024,256,750,850,40,16,No,PCIe 2.0 x16,GDDR5,RV770
FirePro V8750,2,256,750,900,40,16,No,PCIe 2.0 x16,GDDR5,RV770
FireStream 9250,1.024,256,625,993,40,16,No,PCIe 2.0 x16,GDDR3,RV770
FireStream 9270,2,256,750,900,40,16,No,PCIe 2.0 x16,GDDR5,RV770
6200 PCI,0.256,64,280,200,4,2,No,PCI,DDR2,NV44
6200 X2 PCI,0.256,64,280,200,4,2,No,PCI,DDR2,NV44
7050 + nForce 610i,,,500,,2,2,Yes,PCI,System Shared,C73
8200M G mGPU AMD,,,400,,4,4,Yes,PCIe 2.0 x16,System Shared,C77
8200M G mGPU Intel,,,400,,8,4,Yes,PCIe 2.0 x16,System Shared,C79
8400 SE,0.128,64,459,400,8,4,No,PCIe 2.0 x16,DDR2,G86
8800 GS,0.384,192,550,800,48,12,No,PCIe 1.0 x16,GDDR3,G92
8800 GS Mac Edition,0.512,256,500,799,32,16,No,MXM-HE,GDDR3,G92
8800 GT Mac Edition,0.512,256,600,900,56,16,No,PCIe 2.0 x16,GDDR3,G92
9100M G mGPU AMD,,,450,,4,4,Yes,PCIe 2.0 x16,System Shared,C77
9100M G mGPU Intel,,,450,,8,4,Yes,PCIe 2.0 x16,System Shared,C79
9200M,,,450,,8,4,Yes,PCIe 2.0 x16,System Shared,C79
9200M GS,0.256,64,550,700,4,4,No,PCIe 2.0 x16,GDDR3,G98
9300 GE,0.256,64,540,400,4,4,No,PCIe 2.0 x16,DDR2,G98
9300 GS,0.512,64,567,333,4,4,No,PCIe 2.0 x16,DDR2,G98
9300 SE,0.256,64,540,400,4,4,No,PCIe 2.0 x16,DDR2,G98
9300M G,0.256,64,400,600,8,4,No,PCIe 2.0 x16,GDDR3,G86
9300M GS,0.256,64,550,700,4,4,No,MXM-I,GDDR3,G98
9400 GT,0.512,128,550,400,8,4,No,PCIe 2.0 x16,DDR2,G96C
9400 GT,0.128,64,459,600,8,4,No,PCIe 2.0 x16,DDR2,G86
9400 GT PCI,0.256,128,550,400,8,4,No,PCI,DDR2,G96C
9400 GT Rev. 2,0.512,128,550,400,8,4,No,PCIe 2.0 x16,GDDR3,G96C
9400M,,,580,,8,4,Yes,PCIe 2.0 x16,System Shared,C79
9400M,,,450,,8,4,Yes,PCIe 2.0 x16,System Shared,C79
9400M G,,,450,,8,4,Yes,PCIe 2.0 x16,System Shared,C79
9500 GS,0.512,128,550,504,16,8,No,PCIe 2.0 x16,DDR2,G96
9500 GS Rev. 2,0.512,128,500,500,16,8,No,PCIe 2.0 x16,DDR2,G96C
9500 GT,0.512,128,600,1000,16,8,No,PCIe 2.0 x16,GDDR3,G96
9500 GT Rev. 2,0.512,128,600,900,16,8,No,PCIe 2.0 x16,GDDR3,G96B
9500 GT Rev. 3,0.512,128,550,800,16,8,No,PCIe 2.0 x16,GDDR3,G96C
9500M G,0.512,128,500,800,8,8,No,PCIe 2.0 x16,GDDR3,G96
9500M GS,0.512,128,475,700,16,8,No,PCIe 1.0 x16,GDDR3,G84
9600 GS OEM,0.768,192,500,1000,24,12,No,PCIe 2.0 x16,DDR2,G94
9600 GSO,0.384,192,550,800,48,12,No,PCIe 2.0 x16,GDDR3,G92
9600 GSO 512,0.512,256,650,900,24,16,No,PCIe 2.0 x16,GDDR3,G94
9600 GT,0.512,256,650,900,32,16,No,PCIe 2.0 x16,GDDR3,G94
9600 GT Green Edition,0.512,256,600,700,32,16,No,PCIe 2.0 x16,GDDR3,G94
9600 GT Mac Edition,1.024,256,600,266,32,16,No,PCIe 2.0 x16,DDR2,G94
9600M GS,1.024,128,430,800,16,8,No,MXM-II,GDDR3,G96C
9600M GT,0.512,128,500,800,16,8,No,MXM-II,GDDR3,G96C
9600M GT Mac Edition,0.512,128,500,792,16,8,No,MXM-II,GDDR3,G96C
9650M GS,0.512,128,625,800,16,8,No,PCIe 2.0 x16,GDDR3,G84
9650M GT,1.024,128,550,800,16,8,No,MXM-II,GDDR3,G96C
9700M GT,0.512,128,625,800,16,8,No,MXM-II,GDDR3,G96
9700M GTS,0.512,256,530,800,24,16,No,PCIe 2.0 x16,GDDR3,G94
9800 GT,0.512,256,600,900,56,16,No,PCIe 2.0 x16,GDDR3,G92B
9800 GT,0.512,256,600,900,56,16,No,PCIe 2.0 x16,GDDR3,G92
9800 GT Rebrand,0.512,256,725,1000,64,16,No,PCIe 2.0 x16,GDDR3,G92
9800 GTX,0.512,256,675,1100,64,16,No,PCIe 2.0 x16,GDDR3,G92
9800 GX2,0.512,256,600,1000,64,16,No,PCIe 2.0 x16,GDDR3,G92
9800M GS,0.512,256,530,800,32,16,No,PCIe 2.0 x16,GDDR3,G94
9800M GT,0.512,256,500,800,48,16,No,PCIe 2.0 x16,GDDR3,G92
9800M GTS,1.024,256,600,800,32,16,No,PCIe 2.0 x16,GDDR3,G94
9800M GTS,0.512,256,600,800,32,16,No,PCIe 2.0 x16,GDDR3,G94
9800M GTX,1.024,256,500,800,56,16,No,PCIe 2.0 x16,GDDR3,G92
9800S,0.512,256,600,799,32,16,No,PCIe 2.0 x16,GDDR3,G94
GT 120M Mac Edition,0.256,128,500,792,16,8,No,PCIe 2.0 x16,GDDR3,G96C
GT 130 Mac Edition,0.512,192,600,792,24,12,No,PCIe 2.0 x16,GDDR3,G94B
GTX 260,0.896,448,576,999,64,28,No,PCIe 2.0 x16,GDDR3,GT200
GTX 260 Core 216,0.896,448,576,999,72,28,No,PCIe 2.0 x16,GDDR3,GT200
GTX 260 Core 216 Rev. 2,0.896,448,576,999,72,28,No,PCIe 2.0 x16,GDDR3,GT200B
GTX 260 Rev. 2,0.896,448,576,999,64,28,No,PCIe 2.0 x16,GDDR3,GT200B
GTX 280,1.024,512,602,1107,80,32,No,PCIe 2.0 x16,GDDR3,GT200
GTX 285,1.024,512,648,1242,80,32,No,PCIe 2.0 x16,GDDR3,GT200B
GMA 3600,,,400,,4,1,Yes,PCI,System Shared,Cedarview
GMA 3650,,,640,,4,1,Yes,PCI,System Shared,Cedarview
GMA 500,,,200,,4,1,Yes,PCIe 1.0 x16,System Shared,Poulsbo
GMA X4500,,,533,,10,1,Yes,FSB,System Shared,Eaglelake
GMA X4500M,,,400,,10,1,Yes,FSB,System Shared,Eaglelake
GMA X4500MHD,,,533,,10,1,Yes,FSB,System Shared,Cantiga
GMA X4700MHD,,,640,,10,1,Yes,FSB,System Shared,Montevina
ION,,,575,,8,4,Yes,PCI,System Shared,ION
ION,,,500,,8,4,Yes,PCIe 2.0 x16,System Shared,GT218
ION,,,450,,8,4,Yes,PCI,System Shared,ION
ION,,,450,,8,4,Yes,PCI,System Shared,C79
ION,,,450,,8,4,Yes,PCI,System Shared,C7A-ION
ION 2,,,500,,8,4,Yes,PCIe 2.0 x16,System Shared,GT218
ION HX,,,450,,8,4,Yes,PCI,System Shared,ION
ION LE,,,450,,8,4,Yes,PCI,System Shared,ION
Mobility FireGL V5700,0.512,128,600,700,8,4,No,PCIe 2.0 x16,GDDR3,M86
Mobility Radeon HD 3410,0.256,64,400,400,4,4,No,MXM-II,DDR2,M82
Mobility Radeon HD 3430,0.256,64,450,400,4,4,No,MXM-II,DDR2,M82
Mobility Radeon HD 3450,0.256,64,500,400,4,4,No,MXM-II,DDR2,M82
Mobility Radeon HD 3470,0.256,64,680,400,4,4,No,MXM-II,DDR2,M82
Mobility Radeon HD 3650,0.512,128,500,700,8,4,No,MXM-II,GDDR3,M86
Mobility Radeon HD 3670,0.256,128,680,800,8,4,No,PCIe 2.0 x16,GDDR3,M86
Mobility Radeon HD 3850,0.512,256,580,750,16,16,No,PCIe 2.0 x16,GDDR3,M88
Mobility Radeon HD 3850 X2,0.512,256,580,750,16,16,No,PCIe 2.0 x16,GDDR3,M88
Mobility Radeon HD 3870,0.512,256,660,850,16,16,No,PCIe 2.0 x16,GDDR3,M88
Mobility Radeon HD 3870 X2,0.512,256,660,850,16,16,No,PCIe 2.0 x16,GDDR3,M88
Playstation 3 GPU 65nm,0.256,128,550,650,24,8,No,IGP,GDDR3,RSX-65nm
Quadro CX,1.536,384,602,800,64,24,No,PCIe 2.0 x16,GDDR3,GT200B
Quadro FX 1700 Mac Edition,0.512,128,520,650,16,8,No,PCIe 1.0 x16,GDDR3,G84
Quadro FX 1700M,0.512,128,625,800,16,8,No,MXM-II,GDDR3,G96
Quadro FX 2700M,0.512,256,530,799,24,16,No,MXM-HE,GDDR3,G94
Quadro FX 3600M,0.512,256,500,800,48,16,No,MXM-HE,GDDR3,G92
Quadro FX 3600M,0.512,256,500,799,32,16,No,MXM-HE,GDDR3,G92
Quadro FX 370 LP,0.256,64,540,500,4,4,No,PCIe 1.0 x16,DDR2,G98
Quadro FX 3700,0.512,256,500,800,56,16,No,PCIe 2.0 x16,GDDR3,G92
Quadro FX 3700M,1.024,256,550,800,64,16,No,MXM-HE,GDDR3,G92
Quadro FX 370M,0.256,64,550,600,4,4,No,MXM-II,GDDR3,G98
Quadro FX 3800M,1.024,256,675,1000,64,16,No,MXM-B (3.0),GDDR3,G92
Quadro FX 4700 X2,1.024,256,600,800,64,16,No,PCIe 2.0 x16,GDDR3,G92
Quadro FX 4800,1.536,384,602,800,64,24,No,PCIe 2.0 x16,GDDR3,GT200B
Quadro FX 4800 Mac Edition,1.536,384,602,800,64,24,No,PCIe 2.0 x16,GDDR3,GT200B
Quadro FX 5800,4,512,610,800,80,32,No,PCIe 2.0 x16,GDDR3,GT200B
Quadro FX 770M,0.512,128,500,800,16,8,No,MXM-II,GDDR3,G96
Quadro NVS 150M,0.256,64,530,700,4,4,No,MXM-I,GDDR3,G98
Quadro NVS 160M,0.256,64,580,700,4,4,No,MXM-I,GDDR3,G98
Quadro NVS 450,0.256,64,480,700,4,4,No,PCIe 1.0 x16,GDDR3,G98
Quadro Plex 1000 Model II,0.512,256,470,525,24,16,No,PCIe 1.0 x16,GDDR3,G70
Quadro Plex 1000 Model IV,1.536,384,600,800,32,24,No,PCIe 1.0 x16,GDDR3,G80
Quadro Plex 2100 D4,1.024,256,500,800,64,16,No,PCIe 2.0 x16,GDDR3,G92
Quadro Plex 2100 S4,1.536,384,600,800,32,24,No,PCIe 1.0 x16,GDDR3,G80
Quadro Plex 2200 D2,4,512,648,800,80,32,No,PCIe 2.0 x16,GDDR3,GT200B
Quadro Plex 2200 S4,4,512,648,800,80,32,No,PCIe 2.0 x16,GDDR3,GT200B
Quadro VX 200,0.512,256,450,800,56,16,No,PCIe 2.0 x16,GDDR3,G92
Radeon 2100 IGP,,,400,,4,4,Yes,PCIe 1.0 x16,System Shared,RS740
Radeon 3100 IGP,,,350,,4,4,Yes,PCIe 1.0 x16,System Shared,RS780
Radeon 3100 Mobile IGP,,,350,,4,4,Yes,PCIe 1.0 x16,System Shared,RS780
Radeon HD 2400,0.256,64,398,495,4,4,No,PCIe 1.0 x16,DDR2,RV610
Radeon HD 2600 XT Mac Edition,0.256,128,700,800,8,4,No,PCIe 1.0 x16,GDDR3,RV630
Radeon HD 3200 IGP,,,500,,4,4,Yes,PCIe 1.0 x16,System Shared,RS780
Radeon HD 3300 IGP,,,500,,4,4,Yes,PCIe 1.0 x16,System Shared,RS780
Radeon HD 3450 AGP,0.512,64,600,500,4,4,No,AGP 8x,DDR2,RV620
Radeon HD 3450 PCI,0.512,64,600,400,4,4,No,PCI,DDR2,RV620
Radeon HD 3470,0.256,64,800,950,4,4,No,PCIe 2.0 x16,GDDR3,RV620
Radeon HD 3550,0.512,64,594,396,4,4,No,PCIe 2.0 x16,DDR2,RV620
Radeon HD 3650,0.256,128,725,800,8,4,No,PCIe 2.0 x16,GDDR3,RV635
Radeon HD 3650 AGP,0.512,128,725,500,8,4,No,AGP 8x,DDR2,RV635
Radeon HD 3690,0.256,128,670,830,16,16,No,PCIe 2.0 x16,GDDR3,RV670
Radeon HD 3730,0.512,128,722,396,8,4,No,PCIe 2.0 x16,DDR2,RV635
Radeon HD 3750,0.512,128,796,693,8,4,No,PCIe 2.0 x16,GDDR3,RV635
Radeon HD 3830,0.256,128,668,828,16,16,No,PCIe 2.0 x16,GDDR3,RV670
Radeon HD 3850 AGP,0.512,256,668,828,16,16,No,AGP 8x,GDDR3,RV670
Radeon HD 3850 X2,0.512,256,669,828,16,16,No,PCIe 2.0 x16,GDDR3,RV670
Radeon HD 3870 Mac Edition,0.512,256,777,1126,16,16,No,PCIe 2.0 x16,GDDR4,RV670
Radeon HD 3870 X2,0.512,256,825,901,16,16,No,PCIe 2.0 x16,GDDR3,R680
Radeon HD 4350,0.512,64,600,400,8,4,No,PCIe 2.0 x16,DDR3,RV710
Radeon HD 4350 AGP,0.512,64,600,650,8,4,No,AGP 8x,DDR3,RV710
Radeon HD 4350 PCI,0.512,64,600,400,8,4,No,PCI,DDR2,RV710
Radeon HD 4350 PCIe x1,0.512,64,600,400,8,4,No,PCIe 2.0 x1,DDR2,RV710
Radeon HD 4550,0.256,64,600,655,8,4,No,PCIe 2.0 x16,DDR2,RV710
Radeon HD 4570,1.024,64,650,500,8,4,No,PCIe 2.0 x16,DDR2,RV710
Radeon HD 4650,0.256,128,600,700,32,8,No,PCIe 2.0 x16,GDDR3,RV730
Radeon HD 4650 AGP,0.512,128,600,400,32,8,No,AGP 8x,DDR2,RV730
Radeon HD 4670,0.512,128,750,1000,32,8,No,PCIe 2.0 x16,GDDR3,RV730
Radeon HD 4670 X2,0.512,128,750,700,32,8,No,PCIe 2.0 x16,GDDR3,RV730
Radeon HD 4710,1.024,128,750,800,32,8,No,PCIe 2.0 x16,GDDR3,RV730
Radeon HD 4730 OEM,1.024,256,669,396,16,16,No,PCIe 2.0 x16,DDR2,RV670
Radeon HD 4830,0.512,256,575,900,32,16,No,PCIe 2.0 x16,GDDR3,RV770
Radeon HD 4850,0.512,256,625,993,40,16,No,PCIe 2.0 x16,GDDR3,RV770
Radeon HD 4850 X2,0.512,256,625,995,40,16,No,PCIe 2.0 x16,GDDR3,R700
Radeon HD 4870,0.512,256,750,900,40,16,No,PCIe 2.0 x16,GDDR5,RV770
Radeon HD 4870 X2,1.024,256,750,900,40,16,No,PCIe 2.0 x16,GDDR5,R700
Radeon X1050,0.128,64,400,200,8,8,No,PCIe 1.0 x16,DDR,RV410
Radeon Xpress 2100 IGP,,,500,,4,4,Yes,PCIe 1.0 x16,System Shared,RS780
Tesla M1060,2,512,610,800,80,32,No,PCIe 2.0 x16,GDDR3,GT200B
Tesla S1070,4,512,610,800,80,32,No,PCIe 2.0 x16,GDDR3,GT200B
Tesla S1075,4,512,610,800,80,32,No,PCIe 2.0 x16,GDDR3,GT200B
Xbox 360 GPU 65nm,0.512,128,500,700,16,8,No,IGP,GDDR3,Xenos Jasper
ES1000,,,200,,3,1,Yes,PCI,System Shared,ES1000
FireGL V3600,0.256,128,600,500,8,4,No,PCIe 1.0 x16,DDR2,RV630
FireGL V5600,0.512,128,800,1100,8,4,No,PCIe 1.0 x16,GDDR4,RV630
FireGL V7600,0.512,256,600,800,16,16,No,PCIe 1.0 x16,GDDR3,R600
FireGL V7700,0.512,256,777,1126,16,16,No,PCIe 2.0 x16,GDDR4,RV670
FireGL V8600,1.024,512,688,868,16,16,No,PCIe 1.0 x16,GDDR4,R600
FireGL V8650,2,512,688,868,16,16,No,PCIe 1.0 x16,GDDR4,R600
FireMV 2250,0.256,128,600,400,4,4,No,PCIe 1.0 x16,DDR2,RV516
FireMV 2250 PCIe x1,0.256,128,600,400,4,4,No,PCIe 1.0 x1,DDR2,RV516
FireStream 9170,2,256,800,800,16,16,No,PCIe 2.0 x16,GDDR3,RV670
7050 + nForce 620i,,,500,,2,2,Yes,PCI,System Shared,C73
7050 + nForce 630i,,,500,,2,2,Yes,PCI,System Shared,C73
7100 + nForce 630i,,,600,,2,2,Yes,PCI,System Shared,C73
7150 + nForce 630i,,,630,,2,2,Yes,PCI,System Shared,C73
7150M + nForce 630M,,,425,,2,2,Yes,PCIe 1.0 x16,System Shared,C67
7600 GT AGP,0.256,128,560,700,12,8,No,AGP 8x,GDDR3,G73
7950 GT AGP,0.512,256,500,600,24,16,No,AGP 8x,GDDR3,G71
8100 + nForce 720a,,,500,,8,4,Yes,PCI,System Shared,C78
8200,,,500,,8,4,Yes,PCI,System Shared,C78
8300,,,500,,8,4,Yes,PCI,System Shared,C78
8300 GS,0.128,64,459,400,8,4,No,PCIe 2.0 x16,DDR2,G86
8400,0.256,64,540,500,8,4,No,PCIe 2.0 x16,DDR2,G98
8400 GS,0.256,64,459,400,8,4,No,PCIe 1.0 x16,DDR2,G86
8400 GS PCI,0.512,64,567,333,4,4,No,PCI,DDR2,G98
8400 GS PCI Rev. 2,0.512,64,520,500,8,4,No,PCI,DDR3,GT218
8400 GS Rev. 2,0.512,64,567,400,4,4,No,PCIe 2.0 x16,DDR2,G98
8400M G,0.256,64,400,400,8,4,No,PCIe 1.0 x16,GDDR3,G86
8400M GS,0.256,64,400,400,8,4,No,MXM-I,DDR2,G86
8400M GT,0.512,128,450,600,8,4,No,PCIe 1.0 x16,GDDR3,G86
8500 GT,0.256,128,459,400,8,4,No,PCIe 1.0 x16,GDDR3,G86
8600 GS,0.512,128,540,400,8,8,No,PCIe 1.0 x16,DDR2,G84
8600 GT,0.512,128,540,700,16,8,No,PCIe 1.0 x16,GDDR3,G84
8600 GT Mac Edition,0.128,128,600,750,16,8,No,PCIe 1.0 x16,GDDR3,G84
8600 GTS,0.256,128,675,1000,16,8,No,PCIe 1.0 x16,GDDR3,G84
8600 GTS Mac Edition,0.512,128,675,1008,16,8,No,PCIe 1.0 x16,GDDR3,G84
8600M GS,0.512,128,450,400,8,4,No,MXM-II,DDR2,G86
8600M GT,0.512,128,475,400,16,8,No,MXM-II,DDR2,G84
8600M GT,0.512,128,475,700,16,8,No,MXM-II,GDDR3,G84
8600M GT Mac Edition,0.512,128,470,635,16,8,No,MXM-II,GDDR3,G84
8700M GT,0.512,128,625,800,16,8,No,MXM-HE,GDDR3,G84
8800 GT,0.512,256,600,900,56,16,No,PCIe 2.0 x16,GDDR3,G92
8800 GTS 320,0.32,320,513,792,24,20,No,PCIe 1.0 x16,GDDR3,G80
8800 GTS 512,0.512,256,650,820,64,16,No,PCIe 2.0 x16,GDDR3,G92
8800 GTS Core 112,0.64,320,500,800,28,20,No,PCIe 1.0 x16,GDDR3,G80
8800 Ultra,0.768,384,612,1080,32,24,No,PCIe 1.0 x16,GDDR3,G80
8800M GTS,0.512,256,500,800,32,16,No,MXM-HE,GDDR3,G92
8800M GTX,0.512,256,500,800,48,16,No,MXM-HE,GDDR3,G92
9100,,,500,,8,4,Yes,PCI,System Shared,C78
9200,,,500,,8,4,Yes,PCI,System Shared,C78
9200,,,450,,8,4,Yes,PCI,System Shared,C79
9300 + nForce 730i,,,450,,8,4,Yes,PCI,System Shared,C79
9400,,,580,,8,4,Yes,PCI,System Shared,C7A
9400,,,450,,8,4,Yes,PCI,System Shared,C79
9400,,,450,,8,4,Yes,PCI,System Shared,C79
GMA 3100,,,400,,4,4,Yes,FSB,System Shared,Bearlake
GMA 3100,,,400,,4,4,Yes,FSB,System Shared,Bearlake
GMA 3100,,,400,,8,1,Yes,FSB,System Shared,Bearlake
GMA 3150,,,400,,2,1,Yes,PCI,System Shared,Pineview
GMA 3150,,,400,,2,1,Yes,FSB,System Shared,Pineview
GMA X3100,,,500,,8,1,Yes,FSB,System Shared,Broadwater
GMA X3100,,,500,,8,1,Yes,FSB,System Shared,Crestline
GMA X3500,,,667,,8,1,Yes,FSB,System Shared,Bearlake
Mobility FireGL V5250,0.256,128,450,350,12,12,No,PCIe 1.0 x16,GDDR3,M66
Mobility FireGL V5600,0.256,128,500,400,8,4,No,PCIe 2.0 x16,GDDR3,M76
Mobility Radeon HD 2300,0.128,128,480,400,4,4,No,PCIe 1.0 x16,DDR2,M71
Mobility Radeon HD 2400,0.256,64,450,400,4,4,No,PCIe 1.0 x16,DDR2,M72
Mobility Radeon HD 2400 XT,0.256,64,600,400,4,4,No,PCIe 1.0 x16,DDR2,M74
Mobility Radeon HD 2400 XT Mac Edition,0.128,64,650,800,4,4,No,PCIe 1.0 x16,GDDR3,M74
Mobility Radeon HD 2600,0.256,128,500,400,8,4,No,MXM-II,DDR2,M76
Mobility Radeon HD 2600 XT,0.256,128,680,750,8,4,No,MXM-II,GDDR3,M76
Mobility Radeon HD 2600 XT Mac Edition,0.256,128,600,685,8,4,No,MXM-II,GDDR3,M76
